source_path,source_product_identifier,sku,current_product_id,in_current_keep_set,image_reference_count,valid_image_count,image_complete,exclusion_reason
newel.com/product/american-mid-century-modern-brutalist-end-table-with-rotating-top.html,American Mid-Century Modern Brutalist End Table with Rotating top,NWL7930,product-nwl7930,yes,78,5,yes,
newel.com/product/american-mid-century-modern-onyx-and-brass-sculpture-of-a-globe-curtis-jere.html,Curtis Jere American Mid-Century Modern Onyx and Brass Sculpture of A Globe,REG4537,product-reg4537,yes,60,59,yes,
newel.com/product/american-mid-century-modern-wood-slice-sculpture.html,American Petried Wood Table Sculpture,REG9113,product-reg9113,yes,72,72,yes,
newel.com/product/american-mid-century-octagon-shaped-wall-mirror-.html,American Mid-Century Octagon Shaped Wall Mirror,063917,product-063917,yes,48,0,yes,
newel.com/product/american-mid-century-paul-frankl-dining-chairs.html,American Mid-Century Paul Frankl Dining chair,REG5073,product-reg5073,yes,72,68,yes,
newel.com/product/american-mid-century-red-fabric-upholstered-auditorium-chairs.html,American Mid-Century Burgundy Fabric Upholstered Auditorium Chairs,064282,product-064282,yes,78,5,yes,
newel.com/product/american-mid-century-slatted-wooden-bar-stools.html,Arthur Umanoff American Mid-Century Slatted Wooden Bar Stools,064280,product-064280,yes,72,71,yes,
newel.com/product/american-mid-century-white-painted-wall-mirror.html,American Mid-Century White Painted Wall Mirror,REG4196,product-reg4196,yes,42,37,yes,
newel.com/product/american-mid-century-wild-asian-teak-tree-root-sculpture.html,American Mid-Century Wild Asian Teak Tree Root Sculpture,DUA0035,product-dua0035,yes,60,60,yes,
newel.com/product/american-mid-century-yellow-fabric-upholstered-lounge-chairs-c.html,American Mid-Century Yellow Fabric Upholstered Lounge Chairs,064288C,product-064288c,yes,54,54,yes,
newel.com/product/american-mid-century-yellow-fabric-upholstered-lounge-chairs.html,American Mid-Century Yellow Fabric Upholstered Lounge Chairs,064288B,product-064288b,yes,84,59,yes,
newel.com/product/american-mission-cheval-mirror.html,American Mission Oak and Brass Cheval Mirror,040081F,product-040081f,yes,10,10,yes,
newel.com/product/american-mission-leather-and-wood-barstools.html,American Mission Leather and wood Barstools,064283,product-064283,yes,78,78,yes,
newel.com/product/american-modern-circular-églomisé-mirror-david-marshall.html,"American Modern Circular Églomisé Mirror, David Marshall",REG4528,product-reg4528,yes,10,1,yes,
newel.com/product/american-papier-mache-camel-figure.html,American Papier-Mache Camel Figure,059706,product-059706,yes,18,1,yes,
newel.com/product/american-victorian-red-upholstered-side-chairs.html,American Victorian Red Damask Upholstered Side Chairs,064289,product-064289,yes,78,0,yes,
newel.com/product/american-windsor-hoop-back-armchair.html,American Windsor style hoop back armchair,028014,product-028014,yes,59,59,yes,
newel.com/product/argentinian-modern-abstract-stone-sculpture-1960s.html,"Chemedu Jemali Argentinian Modern Abstract Stone Sculpture, 1960s",REG4475,product-reg4475,yes,84,84,yes,
newel.com/product/arno-dining-side-chairs-by-newel-modern-1.html,"Set of ""Hugo"" Dining Side Chairs",MOD2035,product-mod2035,yes,66,64,yes,
newel.com/product/Art-Deco-Dining-Chairs-with-red-upholstered-seat-and-high-back.html,Art Deco Red Upholstered Seat and High Back Dining Chairs,028250,product-028250,yes,78,0,yes,
newel.com/product/art-deco-french-shagreen-and-rosewood-cheval-mirror.html,Art Deco French Shagreen and Rosewood Cheval Mirror,REG4814,product-reg4814,yes,72,69,yes,
newel.com/product/art-deco-style-american-cast-metal-and-marble-sculpture-of-three-marching-elephants.html,Art Deco-Style American Cast Metal and Marble Sculpture of Three Marching Elephants,GRS6293,product-grs6293,yes,78,75,yes,
newel.com/product/art-deco-wrought-iron-cheval-mirror-1.html,French Art Deco Wrought Iron Cheval Mirror,060579,product-060579,yes,66,63,yes,
newel.com/product/art-nouveau-wooden-dancing-figures.html,Pair of Art Nouveau Wooden Dancing Figures,040451B,product-040451b,yes,133,128,yes,
newel.com/product/asian-hand-carved-mirrored-console-table.html,Asian Hand Carved and Mirrored Console Table,028198,product-028198,yes,66,0,yes,
newel.com/product/asian-mid-century-ming-style-rosewood-arrmchair.html,Asian Chinese Ming Style (c. 1970&#039;s) Rosewood Armchair,064316,product-064316,yes,65,0,yes,
newel.com/product/asian-rosewood-pearl-inlaid-rrectangular-center-table.html,Asian rosewood and pearl inlaid rectangular center / davenport table,028245,product-028245,yes,60,0,yes,
newel.com/product/belgian-contemporary-cross-stool-burned-oak.html,Arno Declercq Belgian Contemporary Wooden Stool,NWL9029,product-nwl9029,yes,18,12,yes,
newel.com/product/bentwood-thonet-cheval-mirror-1.html,White Painted Bentwood Cheval Mirror (manner of Michael Thonet),038062A,product-038062a,yes,67,67,yes,
newel.com/product/bentwood-thonet-oak-cheval-mirror.html,Bentwood Oak Cheval Mirror (manner of Michael Thonet),038062B,product-038062b,yes,71,69,yes,
newel.com/product/biedermeier continental wall mirror1.html,Biedermeier Continental Wall Mirror,REG5120A,product-reg5120a,yes,25,0,yes,
newel.com/product/black-leather-steel-lounge-chairs.html,Contemporary Black Leather and Steel Tube Lounge Chairs,064344,product-064344,yes,66,61,yes,
newel.com/product/chinese-carved-and-lacquered-warrior-figures.html,Pair of Chinese Carved and Lacquered Warrior Figures,035467,product-035467,yes,78,74,yes,
newel.com/product/chinese-carved-painted-wood-dressing-table-vanity-mirror-with-gilt-highlights.html,Chinese Carved Painted Wood Dressing Table / Vanity Mirror with Gilt Highlights,GRS6302,product-grs6302,yes,83,61,yes,
newel.com/product/chinese-carved-root-deity-figure.html,Chinese Carved Root Deity Figure,JDB023,product-jdb023,yes,36,0,yes,
newel.com/product/Chinese-Carved-Whitewashed-Wooden-Ram-Statue.html,Chinese Carved Whitewashed Wooden Ram Statue,NWL2459,product-nwl2459,yes,90,89,yes,
newel.com/product/chinese-chippendale-side-chairs.html,Chinese Chippendale Bamboo Side Chairs,NWL8887,product-nwl8887,yes,10,6,yes,
newel.com/product/chinese-contemporary-samurai-sword-chair.html,"Kar Studio Chinese Contemporary ""Samurai Sword"" Chair",NWL8740,product-nwl8740,yes,76,73,yes,
newel.com/product/chinese-decorated-terra-cotta-figures.html,Pair of Chinese Decorated Terra-Cotta Figures,AGO049,product-ago049,yes,36,0,yes,
newel.com/product/chinese-round-yellow-cashpot.html,Chinese yellow floral and bird decorated round cashpot,028252,product-028252,yes,36,7,yes,
newel.com/product/chinese-square-celadon-jardiniere.html,Chinese celadon square jardiniere,028251,product-028251,yes,42,1,yes,
newel.com/product/chippendale-bamboo-and-glass-dining-table.html,Chinese Chippendale Bamboo and Glass Dining Table,NWL8888,product-nwl8888,yes,54,7,yes,
newel.com/product/chrome-and-leather-barstools.html,DIA American Contemporary Chrome and Leather Barstools,064133,product-064133,yes,66,66,yes,
newel.com/product/cleo-baldon-for-terra-of-california-mid-century-american-x-frame-beige-barstool-.html,Cleo Baldon for Terra of California Mid-Century American X-Frame Beige Barstool,DUF0834,product-duf0834,yes,72,72,yes,
newel.com/product/contemporary-american-brown-lacquered-wooden-desk.html,Contemporary American Brown Lacquered Wooden Desk,063540,product-063540,yes,70,70,yes,
newel.com/product/contemporary-american-patinated-bronze-abstract-sculpture-on-marble-base-in-the-style-of-brancusi.html,"Contemporary American Patinated Bronze Abstract Sculpture on Marble Base, in the Style of Brancusi",REG5344,product-reg5344,yes,126,126,yes,
newel.com/product/contemporary-amorphous-fiberglass-armchair.html,Kar Studio Contemporary Amorphous Fiberglass Armchairs,NWL8701,product-nwl8701,yes,65,62,yes,
newel.com/product/contemporary-beige-amorphous-fiberglass-side-chair.html,Kar Studio Chinese Contemporary Beige Amorphous Fiberglass Side Chairs,NWL8702,product-nwl8702,yes,76,73,yes,
newel.com/product/contemporary-beige-fiberglass-low-stool.html,Kar Studio Chinese Contemporary Beige Fiberglass Low Stools,NWL8704,product-nwl8704,yes,58,53,yes,
newel.com/product/contemporary-beige-fiberglass-tooth-stool.html,Kar Studio Chinese Contemporary Beige Fiberglass Tooth Stool,NWL8706,product-nwl8706,yes,64,59,yes,
newel.com/product/contemporary-black-amorphous-playdough-fiberglass-side-chair.html,"Kar Studio Contemporary Black Amorphous ""Playdough"" Fiberglass Side Chairs",NWL8703,product-nwl8703,yes,28,25,yes,
newel.com/product/contemporary-black-tooth-stools.html,"Kar Studio Contemporary ""Black Tooth"" Stools",NWL8750,product-nwl8750,yes,23,18,yes,
newel.com/product/contemporary-blue-glass-vase.html,Contemporary Blue Glass Vase,NWL9067,product-nwl9067,yes,72,7,yes,
newel.com/product/contemporary-brass-and-onyx-wall-mirror.html,Kura by Marble Balloon Contemporary Brass and Onyx Wall Mirror,NWL8847,product-nwl8847,yes,30,2,yes,
newel.com/product/contemporary-brass-mirror-candle-holder.html,Dessislava Madanska Continental Contemporary Brass Mirror Candle Holder,NWL8761,product-nwl8761,yes,61,61,yes,
newel.com/product/contemporary-brass-slit-mirror.html,"Philip Jividen American Contemporary Brass ""Slit"" Mirror",NWL8737,product-nwl8737,yes,36,36,yes,
newel.com/product/contemporary-brown-fiberglass-low-stool.html,Kar Studio Chinese Contemporary Brown Fiberglass Low Stool,NWL8705,product-nwl8705,yes,64,59,yes,
newel.com/product/contemporary-brownish-arch-bench.html,Kar Studio Chinese Contemporary Brownish Fiberglass Arch Bench,NWL8751,product-nwl8751,yes,65,61,yes,
newel.com/product/contemporary-ceramic-teapot-and-teabag-dish-set-with-union-jack-design.html,Contemporary Ceramic Teapot and Tea Bag Dish Set with Union Jack Design,NWL9076,product-nwl9076,yes,72,7,yes,
newel.com/product/contemporary-coffee-curl-up-lounge-chair.html,"Kar Studio Contemporary ""Coffee Curl Up Lounge"" Chair",NWL8769,product-nwl8769,yes,53,6,yes,
newel.com/product/contemporary-dark-wood-and-brushed-silver-metal-x-leg-dining-table-1.html,Contemporary Dark Wood and Brushed Silver Metal X-Leg Dining Table,064610,product-064610,yes,36,7,yes,
newel.com/product/contemporary-egg-mirror.html,"Novocastrian English Contemporary ""Egg"" Shaped Wall Mirror",NWL8735,product-nwl8735,yes,10,2,yes,
newel.com/product/contemporary-four-legs-burned-and-waxed-iroko-wood-stool.html,Arno Declerq Belgian Contemporary Burned and Waxed Iroko Wood Stools,NWL8719,product-nwl8719,yes,49,44,yes,
newel.com/product/contemporary-high-back-MDF-frame-chair.html,Kar Studio Chinese Contemporary High Back MDF Frame Chairs,NWL8727,product-nwl8727,yes,70,23,yes,
newel.com/product/contemporary-itooraba-natural-pine-stool.html,"Sizar Alexis Scandanavian Contemporary ""Itooraba"" Natural Pine Stool",NWL8752,product-nwl8752,yes,19,14,yes,
newel.com/product/contemporary-japanese-style-black-coffee-table.html,Contemporary Japanese-Style Black Coffee Table,NWL9080,product-nwl9080,yes,60,7,yes,
newel.com/product/contemporary-kub-chair.html,"Lucas Tyra Morten Scandanavian Contemporary ""Kub"" Chair",NWL8753,product-nwl8753,yes,37,37,yes,
newel.com/product/contemporary-marble-top-cafe-table.html,Contemporary Marble-Top Cafe Table,NWL9078,product-nwl9078,yes,54,7,yes,
newel.com/product/contemporary-mid-century-style-walnut-and-textured-charcoal-gray-upholstered-side-chairs.html,"""Karl"" Contemporary Mid-Century Style Walnut and Textured Charcoal Gray Upholstered Armchairs",MOD2032,product-mod2032,yes,65,65,yes,
newel.com/product/contemporary-middle-eastern-marble-brown-and-white-console.html,Chapter Studio Contemporary Middle Eastern Marble and Travertine Console,NWL8736,product-nwl8736,yes,67,67,yes,
newel.com/product/contemporary-mono-block-cement-chairs.html,"Isac Elam Kaid Canadian Contemporary ""Mono Block"" Cement Chair",NWL8782,product-nwl8782,yes,67,6,yes,
newel.com/product/contemporary-once-upon-a-time-hypnos-wall-mirror.html,Mark Strukenboom Dutch Contemporary Once Upon a Time Hypnos Wall Mirror,NWL8841,product-nwl8841,yes,12,3,yes,
newel.com/product/contemporary-oracle-ash-wood-bench.html,"Kar Studio Contemporary ""Oracle"" Ash Wood Bench",NWL8786,product-nwl8786,yes,15,11,yes,
newel.com/product/contemporary-oracle-chair-with-lacquered-finish.html,"Kar Studio Contemporary ""Oracle"" Chair with Gloss Finish",NWL8765,product-nwl8765,yes,65,6,yes,
newel.com/product/contemporary-oracle-chair-with-matte-finish.html,"Kar Studio Contemporary ""Oracle"" Chair with Matte Finish",NWL8764,product-nwl8764,yes,59,6,yes,
newel.com/product/contemporary-portugese-malibu-sofa.html,"DOOQ Contemporary Portugese Light Grey Boucle Fabric ""Malibu"" Sofa",NWL8738,product-nwl8738,yes,11,5,yes,
newel.com/product/contemporary-stainless-steel-chabanel-chair.html,"Atelier Barda Canadian Contemporary Stainless Steel ""Chabanel II"" Chair",NWL8717,product-nwl8717,yes,31,31,yes,
newel.com/product/contemporary-steel-gold-arch-bench.html,Pietro Franceshini Italian Contemporary Steel Gold Arch Bench,NWL8747,product-nwl8747,yes,49,45,yes,
newel.com/product/contemporary-upholstered-foam-unique-bench.html,"Evan Fay American Contemporary Unique ""Lawless"" Bench",NWL8711,product-nwl8711,yes,30,30,yes,
newel.com/product/contemporary-white-curl-up-lounge-chair.html,"Kar Studio Contemporary ""White Curl Up Lounge"" Chair",NWL8770,product-nwl8770,yes,35,7,yes,
newel.com/product/contemporary-white-marble-sculpture-of-elephant.html,Contemporary White Marble Sculpture of Elephant,NWL6971,product-nwl6971,yes,54,54,yes,
newel.com/product/contemporay-circular-lounge-chairs.html,Kar Studio Contemporary Circular Boucle Upholstered Lounge Chairs,NWL8716,product-nwl8716,yes,40,37,yes,
newel.com/product/continental-laplander-painted-figures.html,Pair of Continental Laplander Painted Figures,057077A,product-057077a,yes,114,110,yes,
newel.com/product/continental-mid-century-biomorphic-sculpture.html,Raul Varnerin Brazilian Mid-Century Biomorphic Sculpture,REG5602,product-reg5602,yes,72,72,yes,
newel.com/product/corda-bench-footstool-natural-1.html,Corda Bench / Footstool (Natural Papercord),MOD2038,product-mod2038,yes,66,66,yes,
newel.com/product/corda-long-bench-natural.html,Corda Long Bench (Natural),MOD2039A,product-mod2039a,yes,66,66,yes,
newel.com/product/country-style-native-american-figure.html,Country Style Native American Figure,057102,product-057102,yes,41,0,yes,
newel.com/product/country-style-wooden-girl-figure.html,Country Style Wooden Girl Figure,042326,product-042326,yes,102,1,yes,
newel.com/product/curtis-jere-starburst-sculpture.html,Curtis Jere Starburst Sculpture,REG4671,product-reg4671,yes,42,41,yes,
newel.com/product/curtis-jeré-abstract-raindrop-circles-wall-sculpture.html,Curtis Jeré Abstract Raindrop Circles Wall Sculpture,REG4606,product-reg4606,yes,16,11,yes,
newel.com/product/dominique-et-cie-french-art-deco-mahogany-beige-and-gold-patterned-upholstered-dining-side-chairs.html,Dominique et Cie French Art Deco Mahogany Beige and Gold Patterned Upholstered Dining / Side Chairs,REG4308,product-reg4308,yes,80,78,yes,
newel.com/product/dutch-carved-wooden-eagle-figure.html,Dutch Carved Wooden Eagle Figure,020801,product-020801,yes,60,56,yes,
newel.com/product/e-guillemin-bronze-gladiator-figures.html,Pair of E. Guillemin Bronze Gladiator Figures,MEN017,product-men017,yes,35,3,yes,
newel.com/product/Edward-J-Wormley-for-Dunbar-Furniture-Co-Mid-Century-American-Two-Section-Walnut-Chest.html,Edward J Wormley for Dunbar Furniture Co. Mid-Century American Walnut Chest,DUF0266B,product-duf0266b,yes,80,80,yes,
newel.com/product/egyptian-carved-sarcophagus-figure.html,Egyptian Carved Sarcophagus Figure,051113,product-051113,yes,30,25,yes,
newel.com/product/egyptian-figure-on-base.html,Contemporary Reproduction of Egyptian Figure on base,064097A,product-064097a,yes,65,65,yes,
newel.com/product/egyptian-insect-figure-on-base.html,Contemporary Reproduction of Egyptian Scarab Figure on Base,064097B,product-064097b,yes,53,53,yes,
newel.com/product/empire-style-cheval-mirror-with-zoomorphic-details.html,American Empire Style Zoomorphic Design Cheval Mirror,062377,product-062377,yes,66,65,yes,
newel.com/product/english-art-nouveau-wall-shelf.html,English Art Nouveau mahogany and gilt metal trim wall mirror with shelves,028213,product-028213,yes,48,1,yes,
newel.com/product/english-country-pine-rooster-figure.html,English Country Pine Rooster Figure,053838,product-053838,yes,10,1,yes,
newel.com/product/english-george-i-carved-giltwood-framed-pier-mirror-063930.html,English George I Carved Giltwood Framed Pier Mirror,063930,product-063930,yes,90,0,yes,
newel.com/product/english-queen-anne-style-chinoiserie-red-wall-mirror.html,English Queen Anne Style Chinoiserie Red Wall Mirror,NWL8880,product-nwl8880,yes,60,0,yes,
newel.com/product/english-regency-bird-base-console.html,English Regency console with a carved bird & floral base over a shaped top,028069,product-028069,yes,66,66,yes,
newel.com/product/english-regency-black-lacquered-chinoiserie-decorated-side-chair.html,English Regency black lacquered chinoiserie decorated sdie chair,028035,product-028035,yes,54,54,yes,
newel.com/product/english-regency-mahogany--circular-bench.html,English Regency Mahogany Semi-Circular Bench,REG4876,product-reg4876,yes,90,89,yes,
newel.com/product/english-secretary-walnut-burl.html,English (18th/19th Cent) Walnut Burl Secretary Desk,NWL8651,product-nwl8651,yes,36,0,yes,
newel.com/product/english-victorian-black-tufted-chesterfield-sofa.html,English Victorian Chesterfield Style Black Tufted Sofa,064333,product-064333,yes,78,78,yes,
newel.com/product/english-victorian-chesterfield-style-brown-tufted-lounge-chairs.html,English Victorian Chesterfield Style Tufted Brown Leather Lounge Chairs,064346,product-064346,yes,72,72,yes,
newel.com/product/english-victorian-oxblood-tufted-chesterfield-sofa.html,English Victorian Chesterfield Style Black Tufted Sofa,064334,product-064334,yes,60,60,yes,
newel.com/product/english-victorian-style-tufted-camelback-sofa.html,English Victorian Style Black Tufted Camelback Sofa,064340,product-064340,yes,72,72,yes,
newel.com/product/enrique-garcel-abelone-mosaic-mirror.html,Enrique Garcel Abelone Mosaic Mirror,REG4492,product-reg4492,yes,10,5,yes,
newel.com/product/faux-bamboo-needlepoint-stool-2.html,Aesthetics Movement Faux Bamboo Gilt Needlepoint Stool,028022,product-028022,yes,42,41,yes,
newel.com/product/franco-lafini-italian-mid-century-silver-plate-and-crystal-crane.html,Franco Lafini Italian Mid-Century SIlver Plate and Crystal Crane,DUA0040,product-dua0040,yes,73,73,yes,
newel.com/product/frank-gehry-for-knoll-hat-trick-chairs.html,"34 Frank Gehry for Knoll ""Hat Trick"" Armchairs",NWL7869,product-nwl7869,yes,97,5,yes,
newel.com/product/french-art-deco-floral-and-scroll-design-skirted-wrought-iron-wall-mirror.html,French Art Deco Floral and Scroll Design Skirted Wrought Iron Wall Mirror,REG5527,product-reg5527,yes,36,7,yes,
newel.com/product/french-art-deco-mahogany-brass-open-back-side-chair-.html,French Art-Deco Mahogany Brass Open Back Side Chair,063799B,product-063799b,yes,60,1,yes,
newel.com/product/french-art-deco-pate-de-verre-alligator-sculpture-daum-france.html,"French Art Deco Pate-De-Verre Alligator Sculpture, Daum France",REG4250,product-reg4250,yes,42,39,yes,
newel.com/product/french-art-deco-wooden-upholstered-bench-1-mto.html,Customizable French Art Deco Style Custom Wooden Upholstered Bench (Made to Order),MTO062876,product-mto062876,yes,55,55,yes,
newel.com/product/french-ceramic-sunburst-coffee-table-1.html,Roger Capron French Mid-Century Ceramic and Oak Sunburst Coffee Table,060478,product-060478,yes,38,37,yes,
newel.com/product/french-contemporarry-pierre-sofa.html,Eric Gizard French Contemporary Brown and Beige Upholstered Pierre Sofa,NWL8845,product-nwl8845,yes,10,0,yes,
newel.com/product/french-contemporary-hand-sculpted-woodenn-stool.html,Cedric Breisacher French Contemporary Hand-Sculpted Wooden Stool,NWL8846,product-nwl8846,yes,36,12,yes,
newel.com/product/french-contemporary-upholstered-and-molded-form-modular-chairs.html,SET of 10 Henryot & Cie French Contemporary Custom Upholstered and Molded Plastic Frame Modular Chairs,NWL7837,product-nwl7837,yes,25,4,yes,
newel.com/product/french-contemporary-walnut-boucle-daybed.html,Gregory Beson Contemporary Walnut and Boucle Daybed,NWL9030,product-nwl9030,yes,18,0,yes,
newel.com/product/french-empire-mahogany-mirror.html,French Empire Mahogany Mirror,REG5158,product-reg5158,yes,42,41,yes,
newel.com/product/french-empire-style-arched-cheval-mirror.html,French Empire Style Arched Cheval Mirror,063585,product-063585,yes,78,78,yes,
newel.com/product/french-empire-style-contemporary-armchair.html,English Victorian Style Contemporary Armchair,NWL8613,product-nwl8613,yes,66,3,yes,
newel.com/product/french-folk-oak-eagle-figure.html,French Folk Oak Eagle Figure,GRS231,product-grs231,yes,53,3,yes,
newel.com/product/French-GustavianStyle-armchair.html,19 Century French Gustavian Style armchair,NAC5186,product-nac5186,yes,60,4,yes,
newel.com/product/french-louis-xv-cupid-figure-1.html,French Louis XV Cupid Figure,017291A,product-017291a,yes,36,1,yes,
newel.com/product/french-louis-xv-giltwood-mirror-.html,French Louis XV Giltwood Mirror,REG5156,product-reg5156,yes,60,58,yes,
newel.com/product/french-louis-xv-style-inlaid-bombe-shaped-commode-7895.html,Continental German Louis XV style (18th Century) Inlaid Bombe Shaped Commode,NWL7895,product-nwl7895,yes,78,78,yes,
newel.com/product/french-louis-xv-style-porters-chairs.html,Pair of Safavieh Couture French Louis XV Style Porter&#039;s Chairs,064028,product-064028,yes,90,1,yes,
newel.com/product/french-louis-xvi-coat-of-arm-embossed-side-chair-.html,French Louis XVI Coat of Arm Embossed Side Chair,REG5401,product-reg5401,yes,84,81,yes,
newel.com/product/french-louis-xvi-style-red-upholstered-high-back-armchairs.html,Pair of French Louis XVI style Red Velvet Upholstered High Back Armchairs,064281,product-064281,yes,60,4,yes,
newel.com/product/French-Mid-Century-Metal-and-Murano-Glass-Bird-Chandelier.html,Bauges French Mid-Century Metal and Murano Glass Bird Chandelier,059283,product-059283,yes,35,35,yes,
newel.com/product/french-mid-century-paulistano-cognac-leather-lounge-chairs.html,Paulo Mendes da Rocha for Objekto Brazilian Contemporary Paulistano Cognac Leather Chairs,064351,product-064351,yes,66,66,yes,
newel.com/product/french-rectangular-mirrored-end-table-1.html,French Mid-Century Rectangular Gilt Metal and Mirrored End Table,057935A,product-057935a,yes,63,7,yes,
newel.com/product/gary-dipasquale-contemporary-wave-form-clay-and-white-glazed-table-lamp.html,Gary DiPasquale Contemporary Wave Form Clay and White Glazed Table Lamps,NWL7595,product-nwl7595,yes,69,69,yes,
newel.com/product/gio-ponti-style-italian-mid-century-gold-asymmetrical-wall-mirror-.html,Gio Ponti Style Italian Mid-Century Gold Asymmetrical Wall Mirror,NWL6992,product-nwl6992,yes,42,37,yes,
newel.com/product/grecian-bronze-military-woman-figure.html,Grecian Bronze Military Woman Figure,042137B,product-042137b,yes,66,62,yes,
newel.com/product/grendel-bite-bronze-brutalist-contemporary-figural-sculpture-by-newel-modern.html,"""Grendel"" Limited Edition Bronze Brutalist Contemporary Figural Sculpture",MOD2084,product-mod2084,yes,54,54,yes,
newel.com/product/hand-painted-tri-fold-peacock-screen.html,Hand Painted Tri-fold Peacock Screen,058786,product-058786,yes,60,0,yes,
newel.com/product/Harvey-Probber-American-Mid-Century-Peacock-Blue-Gondola-Mahogany-Pull-Up-Side-Chair-a.html,Harvey Probber American Mid-Century Peacock Blue &#039;Gondola&#039; Mahogany Pull Up Side Chair,DUF0423A,product-duf0423a,yes,16,2,yes,
newel.com/product/italian-mid-century-floral-ornate-mirror.html,Italian Mid-Century Ornate Floral Mirror,REG9129,product-reg9129,yes,42,0,yes,
newel.com/product/italian-mid-century-floral-round-murano-glass-wall-mirror-.html,Italian Mid-Century Floral Round Murano Glass Wall Mirror,NWL6997,product-nwl6997,yes,42,37,yes,
newel.com/product/italian-mid-century-fontana-arte-wall-mirror-.html,Italian Mid-Century Fontana Arte Wall Mirror,REG5133,product-reg5133,yes,48,42,yes,
newel.com/product/italian-mid-century-murano-ceiling-mount-light.html,Italian Mid-Century Murano Ceiling Mount Light,NWL8889,product-nwl8889,yes,54,0,yes,
newel.com/product/italian-monumental-silvered-bronze-equestrian-figure.html,Italian Silvered Bronze Equestrian Figure,REG5311,product-reg5311,yes,90,90,yes,
newel.com/product/italian-neo-classic-giltwood-stripe-upholstered-dining-side-chair.html,Italian Neo-Classic Giltwood & Stripe Upholstered Dining / SIde Chair,REG5183,product-reg5183,yes,83,80,yes,
newel.com/product/italian-neo-classic-walnut-cheval-mirror.html,Italian Neoclassic Inlaid Walnut Dolphin Design Cheval Mirror,037757B,product-037757b,yes,36,35,yes,
newel.com/product/italian-renaissance-iron-page-figures.html,Pair of Italian Renaissance Iron Page Figures,035467C,product-035467c,yes,78,74,yes,
newel.com/product/italian-renaissance-oak-pedestal-figures.html,Pair of Italian Renaissance Oak Pedestal Figures,020801C,product-020801c,yes,72,1,yes,
newel.com/product/italian-renaissance-painted-cavalier-figures.html,Pair of Italian Renaissance Painted Cavalier Figures,037744,product-037744,yes,36,33,yes,
newel.com/product/italian-renaissance-religious-figures.html,Pair of Italian Renaissance Religious Figures,041562A,product-041562a,yes,18,14,yes,
newel.com/product/italian-renaissance-religious-scholar-figure.html,Italian Renaissance Religious Scholar Figure,016160D,product-016160d,yes,60,57,yes,
newel.com/product/italian-renaissance-walnut-musician-figures.html,Pair of Italian Renaissance Walnut Musician Figures,039400,product-039400,yes,60,56,yes,
newel.com/product/italian-rococo-fruitwood-putti-figures.html,Pair of Italian Rococo Fruitwood Putti Figures,009031,product-009031,yes,162,7,yes,
newel.com/product/italian-rococo-green-cupid-figure.html,Italian Rococo Green Cupid Figure,060272,product-060272,yes,36,0,yes,
newel.com/product/italian-rococo-servant-figure.html,Italian Rococo Servant Figure,SIL078,product-sil078,yes,36,1,yes,
newel.com/product/italian-rococo-silver-gilt-wall-mirror-.html,Italian Rococo Silver Gilt Wall Mirror,063835,product-063835,yes,41,38,yes,
newel.com/product/italian-rococo-style-ornate-wall-mirror.html,Italian Rococo Style Ornate Wall Mirror,NWL6147,product-nwl6147,yes,59,0,yes,
newel.com/product/italian-venetian-grotto-seashell-tete-a-tete.html,Italian Venetian Grotto Seashell Tete-a-tete,055582,product-055582,yes,77,77,yes,
newel.com/product/italian-venetian-majolica-harlequin-figures.html,Pair of Italian Venetian Majolica Harlequin Figures,TUR012,product-tur012,yes,84,3,yes,
newel.com/product/italian-venetian-murano-etched-wall-mirror-3.html,Italian Venetian Murano Etched Floral Design Wall Mirrors,062894B,product-062894b,yes,16,16,yes,
newel.com/product/italian-venetian-murano-gold-dusted-glass-chandelier-3.html,Italian Venetian Murano Gold Dusted Glass Chandelier,064611,product-064611,yes,42,13,yes,
newel.com/product/italian-venetian-murano-gold-dusted-glass-wall-sconces-1.html,Pair of Italian Mid-Century Venetian Murano Gold Dusted Glass Wall Sconces,JKG2384,product-jkg2384,yes,36,36,yes,
newel.com/product/italian-venetian-murano-smoked-glass-chandelier-10.html,Italian Venetian Murano Smoked Glass Chandelier,JKG2029,product-jkg2029,yes,30,30,yes,
newel.com/product/italian-venetian-polychromed-figures-10.html,Pair of Italian Venetian Polychromed Figures,040606,product-040606,yes,102,99,yes,
newel.com/product/italian-venetian-polychromed-figures-11.html,Pair of Italian Venetian Polychromed Figures,REG3635,product-reg3635,yes,36,3,yes,
newel.com/product/italian-venetian-polychromed-figures-3.html,Pair of Italian Venetian Polychromed Figures,037318A,product-037318a,yes,144,142,yes,
newel.com/product/japanese-bronze-buddhist-turtle-and-crane-figurine.html,Japanese Bronze Buddhist Turtle and Heron Figurine,032115,product-032115,yes,60,60,yes,
newel.com/product/japanese-bronze-elephant-pagoda-figures.html,Pair of Japanese Bronze Elephant Pagoda Figures,051125,product-051125,yes,48,0,yes,
newel.com/product/javanese-carved-teak-figures.html,Pair of Javanese Carved Teak Figures,030152B,product-030152b,yes,30,1,yes,
newel.com/product/judaica-silver-plated-ceremonial-kiddush-cup.html,Judaica Silver Plated Ceremonial Kiddush Cup,NWL7418,product-nwl7418,yes,48,0,yes,
